line,algo,x,y,frame_id,t_start,t_end,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
0,0,-18.167484678255583,18.599559534633812,10,3.7151927437641725,5.201269841269841,0.04128587589718226,0.09031812467258522,0.7862113157192983,0.07404302032759527,0.03781015143659615,0.04128587589718226,0.05408525578158611,0.04128587589718226,0.11375161367918049,0.48168592030194124,0.32503157133545685,0.09031812467258522
0,0,-18.500445748047476,18.94236512314339,11,4.08671201814059,5.572789115646259,0.015817010159210842,0.08181896042987803,0.8109352237729799,0.05751216525700991,0.015817010159210842,0.015817010159210842,0.04012380533207897,0.015817010159210842,0.08181896042987803,0.46812794151516257,0.31588293118745936,0.06443060050494709
0,0,-18.57294690137548,19.09851361008264,12,4.458231292517007,5.944308390022676,0.003310807653477944,0.08200237892823149,0.820156338929732,0.04748869379809489,0.006621615306955891,0.003310807653477944,0.037824492783614556,0.003310807653477944,0.05636995872159851,0.4588307990442115,0.3172564576663164,0.05001656536059613
0,0,-18.56568975823807,19.135842426089532,13,4.829750566893424,6.315827664399094,0.0,0.09025695708995697,0.8177889415987708,0.04638369887658077,0.01539598035939239,0.0,0.04387325821337621,0.0032879780304644474,0.03756367457811727,0.45566693835959604,0.32784630669152187,0.04716123624384066
0,0,-18.492034810084046,19.101073540525743,14,5.201269841269841,6.6873469387755105,0.003306499638300351,0.10388272247005514,0.8092783168542496,0.050892611845245066,0.0392757640224238,0.003306499638300351,0.05629661026311041,0.015482707918951434,0.02709955574177271,0.4549272698430022,0.3403688274726766,0.05629661026311041
0,0,-18.227638518492633,18.923001163950808,15,5.572789115646258,7.058866213151927,0.01914685083975432,0.11931164219865248,0.798822989946383,0.059940824903214465,0.07177879368470452,0.012407976389266495,0.07177879368470452,0.04002335878526696,0.024815952778532997,0.45454804649050634,0.3453185304992441,0.07177879368470452
0,0,-17.971847687331156,18.359376716386564,16,5.944308390022676,7.430385487528345,0.057462106143512354,0.13240504456605903,0.7880970274017804,0.07126660402950565,0.1039674806007439,0.024967809853423326,0.08610625038997673,0.07738558868159792,0.02843756396531515,0.45589070512973034,0.3348079993283366,0.08610625038997673
0,0,-17.8137851555773,17.354032667523242,17,6.315827664399093,7.801904761904762,0.12287120398443051,0.13945310227392244,0.7767220078210991,0.08184435005415014,0.12621561026748104,0.03747308984081921,0.09508184206059153,0.12454340712595578,0.03747308984081921,0.460700538663004,0.3014695992406975,0.09508184206059153
0,0,-17.9975993193244,16.167943698668008,18,6.6873469387755105,8.17342403628118,0.21107515922916256,0.13754930379324343,0.7613376288317937,0.08809325824802036,0.1338429369117255,0.049456045545223086,0.09891209109044616,0.17416209761013898,0.049456045545223086,0.46419363024051236,0.24688248254525885,0.09891209109044616
0,0,-18.595740045563357,14.864983900372145,19,7.058866213151927,8.544943310657596,0.30685653972174426,0.13022970666412412,0.7349811135912486,0.091045701582002,0.13022970666412412,0.06023900482568062,0.1031818291538684,0.21581083813974225,0.06399782407174631,0.46067982183081585,0.18872016028481464,0.1031818291538684
0,0,-18.902051566921504,14.292138075623123,20,7.430385487528345,8.916462585034013,0.38638643612262874,0.12398672773761898,0.7009048567142385,0.09709837777105419,0.12398672773761898,0.06584124900051909,0.1102264882756463,0.24142634246815112,0.08333813830908149,0.452005214552908,0.14522026689277104,0.1102264882756463
0,0,-18.829623227354862,14.023581017124435,21,7.801904761904762,9.287981859410431,0.4341469504974335,0.12172763729751039,0.6715765974826369,0.10821811519851166,0.12539620380888755,0.06831016020284861,0.11805907078613324,0.250536974845547,0.10821811519851167,0.4401009225109998,0.1290647703202647,0.1217276372975104
0,0,-18.449453244459136,13.825288552175337,22,8.17342403628118,9.659501133786849,0.45172308271350015,0.12450019310339844,0.6519523080200653,0.12450019310339844,0.13773309197005532,0.07082166202417872,0.12450019310339844,0.24900038620679688,0.13413964363969164,0.42717911038941503,0.13773309197005532,0.13773309197005532
0,0,-17.92740600793545,13.642883052812026,23,8.544943310657596,10.031020408163265,0.44826214980340423,0.13082399552916085,0.6387271832526795,0.14380537985202174,0.15619041489186006,0.07592951938456208,0.13082399552916085,0.2442676954205303,0.15619041489186006,0.4161310199739057,0.15619041489186006,0.15619041489186006
0,0,-17.525950285889042,13.445541380432944,24,8.916462585034013,10.402539682539683,0.43748338645841983,0.1379037206928697,0.6252604724500349,0.1628404033422424,0.1740292576890275,0.08847796692480756,0.1379037206928697,0.24012951592026485,0.1740292576890275,0.40800795784821425,0.1740292576890275,0.1740292576890275
0,0,-17.248808914832782,13.288358408820061,25,9.287981859410431,10.7740589569161,0.4284611888889082,0.14314497471712512,0.6102483617439417,0.17880799336177292,0.18537295983915336,0.10748195607247732,0.14314497471712512,0.2370551171130128,0.18537295983915336,0.40726483294337873,0.18537295983915336,0.18537295983915336
0,0,-17.075497745877698,13.197934462886264,26,9.659501133786849,11.145578231292518,0.41730983485395057,0.14516663970364244,0.6020439159897013,0.18722358098046696,0.18722358098046696,0.12718731120769838,0.14516663970364244,0.2326877255172792,0.18722358098046696,0.4175858661986566,0.19063078424045468,0.18722358098046696
0,0,-16.920516634865017,13.19856851067704,27,10.031020408163265,11.517097505668934,0.3939235228145949,0.14354084473186474,0.6103401831562459,0.1858856121099639,0.17930249009913707,0.14198407540152774,0.14697136595081,0.22164725747723618,0.17930249009913707,0.43622922806148656,0.19879645116469818,0.17930249009913707
0,0,-16.67527155307944,13.334727344787689,28,10.402539682539683,11.888616780045352,0.3525431052077452,0.14138230211731342,0.6330033281565163,0.17404544942842132,0.1663213048838444,0.15009290219589502,0.15414495398836492,0.19898445219495228,0.1663213048838444,0.45536471253233424,0.22025136220937616,0.1663213048838444
0,0,-16.30094712676613,13.707533909517245,29,10.7740589569161,12.26013605442177,0.29711346733686944,0.14206093751522275,0.6595201499850725,0.15429573492494966,0.15488485014664652,0.15140246371730312,0.16711964755637343,0.16711964755637343,0.15488485014664652,0.4663028752528955,0.2541284997882551,0.15488485014664652
0,0,-15.963842263753486,14.206695662979538,30,11.145578231292516,12.631655328798185,0.23887766763838172,0.14522042936672486,0.6802507732461803,0.13302682360655663,0.14869109143017795,0.14869109143017795,0.18140052503773046,0.13649748567000972,0.14869109143017795,0.4647329445068121,0.2923365355653556,0.14869109143017795
0,0,-15.8379505063481,14.89867743596725,31,11.517097505668934,13.003174603174603,0.19473078400539642,0.1503322911923796,0.6908313014898215,0.11439334450159579,0.146884761920639,0.146884761920639,0.18943946883655358,0.11784087377333635,0.1503322911923796,0.44952305595288455,0.33007843880491,0.1503322911923796
0,0,-15.814510407309914,15.144452730795797,32,11.888616780045352,13.374693877551021,0.17261078026745613,0.15651249932646205,0.6915391076238226,0.1048535303650388,0.1472901422080055,0.14385218029673671,0.1897267540509722,0.11751384939476413,0.1633884231489996,0.4279530383798031,0.36049886517681085,0.15651249932646205
0,0,-15.760346558909456,15.143174835989274,33,12.26013605442177,13.746213151927439,0.16550594607914673,0.16205718545148184,0.6864704279145748,0.10737062061406184,0.14994052681802889,0.13724044143887462,0.18589230984215024,0.13218736462666908,0.18745735620979037,0.4071137061458201,0.3782647747598466,0.16205718545148184
0,0,-15.735938525196886,15.069480670411801,34,12.631655328798185,14.117732426303855,0.16558165282288986,0.16558165282288986,0.6818598241772099,0.11802357651271958,0.15433517212760023,0.12927005720800921,0.17940028704719127,0.15433517212760023,0.2157118826620719,0.3871145099868983,0.38205052381457333,0.16558165282288986
0,0,-15.770736011836481,14.988707423811604,35,13.003174603174603,14.489251700680272,0.16596223105696553,0.16596223105696553,0.6827319865775748,0.13376988686868022,0.1591846328574347,0.12236653000974902,0.17219074855829897,0.1773655879158967,0.23959843675233683,0.3706314544544753,0.37034532380354984,0.16596223105696553
0,0,-15.864732741442758,14.919797210776114,36,13.374693877551021,14.86077097505669,0.16273817092807613,0.16273817092807613,0.6916607821708122,0.149574256409237,0.16273817092807613,0.11861353793436161,0.16631288627393018,0.19369888940295155,0.25098743691550524,0.36256902095009924,0.3458303910854061,0.16273817092807613
0,0,-15.987785647469368,14.816447233739781,37,13.746213151927437,15.232290249433106,0.1644353313691187,0.15722417352468807,0.7039415811282633,0.160537649885829,0.1641432288080443,0.11963763010152276,0.1641432288080443,0.20172977223120958,0.24623537093773115,0.3667256443101796,0.3133726773043216,0.15722417352468807
0,0,-16.176387118996765,14.569213059468693,38,14.117732426303855,15.603809523809524,0.18555367576932577,0.15161881017243067,0.7138460543264753,0.16331828554399455,0.16331828554399455,0.1255441026588176,0.16331828554399455,0.20273684717042487,0.22716717594278454,0.3830225655128669,0.27353933414561793,0.15161881017243067
0,0,-16.508841603549488,14.323319055389534,39,14.489251700680272,15.975328798185942,0.23033117386032023,0.14422830731731784,0.7220365473512768,0.15696190935708562,0.15696190935708562,0.13088157221637706,0.15696190935708562,0.196388981598735,0.196388981598735,0.40641832247414433,0.2250620790616807,0.14422830731731784
0,0,-17.40158263886087,14.309282774961845,40,14.86077097505669,16.34684807256236,0.28614483046690176,0.1332117682640069,0.729329378965546,0.13925110854078937,0.13925110854078937,0.12603279065370493,0.14284059734594035,0.18384889731911264,0.15964840403817573,0.4306143365782469,0.17584897700258398,0.1332117682640069
0,0,-18.44732063481648,14.538622873402346,41,15.232290249433106,16.718367346938773,0.33255178877894276,0.1218273343971926,0.7371650785584739,0.10887852881635665,0.10887852881635665,0.1053622271908751,0.12885993764815573,0.16874723706730738,0.1288599376481557,0.4490577735008081,0.13477613997802854,0.1218273343971926
0,0,-19.082945431829355,14.765480280790293,42,15.603809523809524,17.08988662131519,0.3528978661218318,0.1109003517334137,0.7462209463159473,0.07685840220128863,0.07685840220128863,0.07341228566183051,0.13392904985743845,0.16032985361431076,0.11434646827287182,0.45800010242851125,0.10165611976722136,0.1109003517334137
0,0,-19.181034150314094,14.898047254951145,43,15.975328798185942,17.46140589569161,0.34450799230709206,0.10089706390339209,0.7548356978033423,0.06006489169813473,0.056644506958913585,0.04404891598944798,0.16671677709255014,0.16174422295394852,0.1134926548728577,0.4580006471799497,0.07628450836185202,0.10089706390339209
0,0,-18.693424733284598,14.968003568346258,44,16.34684807256236,17.832925170068027,0.31334865689500785,0.09445987082320874,0.7562419644299861,0.06965916752424335,0.053546256532845816,0.02878473566611735,0.22761129882159944,0.1721855197400719,0.11922139168993719,0.45212404589302035,0.05858808904975641,0.09445987082320874
0,0,-17.60495625540598,15.12820036930201,45,16.718367346938777,18.204444444444444,0.265594674527078,0.09266653390866432,0.7398665480320974,0.10590194558612054,0.06812863768373305,0.03193107536765474,0.3074672735623433,0.19063547398263164,0.12886409622474262,0.44501898637511356,0.04980560454741847,0.09266653390866432
0,0,-12.280507928909378,17.038898479235495,46,17.08988662131519,18.57596371882086,0.21501883653966508,0.09576858769113025,0.7037912008578056,0.15375318725170628,0.09576858769113027,0.052704927121536724,0.37970576175726817,0.21048925577886007,0.1388322482607238,0.44042903130950767,0.052704927121536724,0.09576858769113025
0,0,-11.819966401155032,16.74595629738056,47,17.46140589569161,18.947482993197276,0.17936321831343693,0.09982223453928438,0.663196458141478,0.19142546078447792,0.12457461121828986,0.08133904372559317,0.4188203340883223,0.22631001546567825,0.14656049057841875,0.442187191173678,0.07031365423759695,0.10332492308572207
0,0,-11.767886084132176,16.389692435440857,48,17.832925170068027,19.319002267573694,0.16464045208319678,0.10438922719757934,0.6399285250861358,0.20836166464248823,0.1429254851058663,0.10603541366413433,0.41170876913530297,0.23842059496666074,0.15431083748228772,0.4499940431400593,0.10852664870377081,0.11388199785610625
0,0,-12.278616754066023,15.965118391636688,49,18.204444444444444,19.690521541950112,0.1621948507481887,0.11203722880677694,0.6402532628072899,0.20301630370290283,0.14534413362758322,0.11944878896739271,0.36049792163526745,0.25099408565364295,0.16742657091813284,0.45597597476855145,0.1710252237091077,0.12827916192831174
0,0,-12.874567605878914,15.276631335829226,50,18.575963718820862,20.06204081632653,0.16140490005943878,0.12342995643237653,0.6502794326614024,0.17863791620678204,0.1332018927971944,0.11978711929323002,0.281241944964603,0.265837452542221,0.18823444706736756,0.44815968558561114,0.25242267903825666,0.1486063852195763
0,0,-11.042761016252225,12.035755321477659,51,18.94748299319728,20.433560090702947,0.15462052814829125,0.13787049171705446,0.6531415552282618,0.14958196013401148,0.11332856786901167,0.10968843707139653,0.19919027126003377,0.2840573342808516,0.2126365275234949,0.4196446835356474,0.335113971144669,0.171049665495684
0,0,-10.340327845893988,10.512773495734221,52,19.319002267573698,20.805079365079365,0.13823363272836475,0.14795100326103744,0.642557921364804,0.1307729670333924,0.09351922011859488,0.09351922011859488,0.13353881906499024,0.3018224552202023,0.23042830997950223,0.38376474335641303,0.4078942980851329,0.18933639315252476
0,0,-10.050900338714264,9.821055887848805,53,19.690521541950112,21.17659863945578,0.11527766974647859,0.14839524553446692,0.6249941892966361,0.12588343389375473,0.08103476040115884,0.08466813320219758,0.08830150600323632,0.30938080470984564,0.23112020117342133,0.3559280974116508,0.47012180553119043,0.19965144869283608
0,0,-9.884216161513482,9.449056747111719,54,20.06204081632653,21.548117913832197,0.10074924704066363,0.14017736430588137,0.607104806481635,0.12654826539968086,0.0766431383899868,0.09397327538333325,0.06301403948378632,0.30328578382005617,0.21249336009176067,0.34745498452830276,0.5185120989760401,0.20054379097615263
0,0,-9.74737554989128,9.156179592092142,55,20.433560090702947,21.919637188208615,0.1111397980800581,0.13334726895862908,0.5886110696839284,0.12570184982344898,0.07851609084907278,0.12392357771639485,0.051008468541966216,0.2818300414384968,0.18345174741749753,0.36313317605708856,0.5479005744081527,0.19579415814422402
0,0,-9.467906418927969,8.850147026379005,56,20.805079365079365,22.291156462585032,0.15282513623898855,0.1375050164127168,0.5688567113160944,0.12296087399214857,0.08629351206523674,0.1704297938710277,0.041171995066619754,0.24920312939376088,0.15533054024274878,0.3907937115877403,0.5531342889739571,0.18953746997457568
0,0,-9.006729638750844,8.461098214002636,57,21.176598639455783,22.66267573696145,0.22122237925446872,0.1515324915237345,0.5441362012547142,0.12260515310025316,0.09737214392024814,0.21782734259527686,0.03294734466472553,0.22285309018558497,0.1374088544876418,0.41199243524228407,0.5359026222758856,0.18300994611453153
0,0,-8.266216182693466,7.981349204926711,58,21.5481179138322,23.034195011337868,0.3013143707140753,0.1714112940119412,0.5097681129182796,0.12947133184607804,0.10824152333602949,0.24950230385467612,0.029630858639060727,0.22197729224622878,0.13751771386536984,0.41231882789213453,0.5078965795916413,0.17945767603123303
0,0,-6.871011272560551,6.83362788989397,59,21.91963718820862,23.405714285714286,0.3838379967326269,0.1879198508979191,0.45921833985604227,0.14255537154346629,0.11615502747333883,0.25657160014913516,0.03277638941313486,0.25352743862092186,0.15328311288405988,0.3877057191868229,0.48427488459933404,0.18206035482880042
0,0,-6.082957054082591,6.108126023384334,60,22.291156462585032,23.7772335600907,0.45993313854954265,0.1950901924424481,0.3885352677831329,0.16092425390604936,0.12214618639928758,0.24034758369780923,0.045067446524131076,0.30567667697421713,0.1747836277725705,0.34173174125102096,0.47140300458185963,0.18931034150868883
0,0,7.851301237414013,-17.49571441620091,61,22.66267573696145,24.148752834467118,0.513044386296684,0.19344413174665875,0.3077259852453977,0.18100703787465441,0.12731780332792042,0.2093773298654919,0.0655849191491252,0.3620140757493087,0.19344413174665875,0.2881561666628713,0.46596281822295904,0.19729616671698874
0,0,8.328649747681794,-17.171118215666915,62,23.034195011337868,24.520272108843535,0.5358704281694366,0.18441151363929012,0.23660208100722122,0.19655330693682432,0.13405107817209916,0.17872049745415788,0.09108820607656519,0.4085232472404071,0.20376979567873302,0.2490753911738462,0.4626442567505342,0.20376979567873302
0,0,8.65042839757935,-16.887837352879732,63,23.405714285714286,24.891791383219953,0.5390915390174177,0.17142692500935947,0.1924718639303037,0.20720616707078965,0.14415088808505638,0.16149236677660425,0.11750136543145634,0.443660445877191,0.20350270684139335,0.22825110599173387,0.45561783538144335,0.20350270684139335
0,0,8.867687385567896,-16.592179542158764,64,23.777233560090703,25.26331065759637,0.5410705345017179,0.15724686454080553,0.17443337929678587,0.2160683137951429,0.14990613252909668,0.15357649853495112,0.13638998377897077,0.4732009492659254,0.19183841825274092,0.22926089804878902,0.436646433517882,0.19183841825274092
0,0,9.051996786343931,-16.165498909690633,65,24.14875283446712,25.63482993197279,0.5447849409801832,0.14504648913119442,0.1749196968286425,0.22998373803424094,0.14869141052354864,0.14504648913119442,0.1414015677388402,0.5034386384097396,0.17127477543628827,0.2495387928117892,0.4014340193332105,0.17127477543628827
0,0,9.058397198732802,-15.64555725435684,66,24.52027210884354,26.006349206349206,0.5421637957813198,0.13408494172889707,0.18866700298896266,0.2539693800503904,0.14738990274503758,0.13408494172889707,0.13408494172889707,0.53640337782569,0.14738990274503758,0.2699834390031419,0.3552962543516343,0.14738990274503758
0,0,8.826646832414669,-15.174811257358193,67,24.891791383219953,26.37786848072562,0.5298891810331237,0.12403712641979833,0.21433357748566642,0.2834395685349786,0.14979884460272833,0.12403712641979833,0.12403712641979833,0.5608963875334012,0.12403712641979833,0.28735045353095345,0.30902890288309565,0.12761720925923745
0,0,8.43368611417802,-14.778191167764287,68,25.26331065759637,26.74938775510204,0.5077795148449585,0.11591820430328166,0.2647867773980723,0.30946316497674164,0.1534678690321048,0.11952024554868798,0.11591820430328166,0.5660122607201825,0.10265366196626566,0.3073222876402246,0.26977262291140147,0.11591820430328166
0,0,7.898864246394571,-14.185691407328438,69,25.63482993197279,27.120907029478456,0.472453013595843,0.10958942647137467,0.35595081899396974,0.32461567346674214,0.15544633014173204,0.12698519126761312,0.10958942647137467,0.5413278104938295,0.0828564796298804,0.3354175607579122,0.23661691973989263,0.10958942647137467
0,0,-3.620138918938255,4.4157877626068025,70,26.006349206349206,27.492426303854874,0.40977030698524025,0.10611849396993206,0.4936471911336923,0.3173883206873853,0.1538361320248666,0.15203781518919435,0.10611849396993206,0.47172377808348975,0.06581927034573962,0.3733898639485413,0.20205309545103894,0.10611849396993206
0,0,-13.99083315694321,9.36325093613934,71,26.377868480725624,27.86394557823129,0.3133795762890063,0.10431652445526834,0.641198132989111,0.2765846616050889,0.14506482629947087,0.18758697568124846,0.10431652445526834,0.35803675628120507,0.05215826222763417,0.41130760123176335,0.16123314523585552,0.10040764630727206
0,0,-18.12894627655662,12.093355816505218,72,26.749387755102042,28.23546485260771,0.20764352529201252,0.1038433000090706,0.7425724447042088,0.21543458247522101,0.12728165813945988,0.21719434317000605,0.10006038398742308,0.23486479944404934,0.04321811918355235,0.4405282441353281,0.1253397470308901,0.08991268503054621
0,0,-19.26923997546931,11.873632673306576,73,27.12090702947846,28.606984126984127,0.13033914122942603,0.10626611623824295,0.786163342286388,0.16232246257446312,0.10626611623824295,0.2327520378544326,0.08939787973576367,0.14000258924320147,0.03918810983374088,0.4636548331244348,0.10626611623824293,0.08034384866262942
0,0,-19.66206961335157,11.65468610127737,74,27.492426303854874,28.97850340136054,0.09417086515506297,0.11230277947561632,0.7882636360322426,0.13213299918980909,0.09766056072165903,0.24181105833199099,0.07783034100746626,0.08829942770725445,0.041451829601342194,0.48890320240353463,0.10643134202780781,0.07592426806949223
0,0,-19.640119449382052,11.425049422842598,75,27.86394557823129,29.35002267573696,0.08729864704150857,0.11991914622941392,0.7677570544555521,0.12684159743298498,0.11279062251036198,0.2525842801932546,0.07167696915034548,0.07167696915034548,0.05228893812590312,0.512297084105561,0.12050468167446308,0.07719537814970738
0,0,-19.30553456031019,11.061388743892719,76,28.23546485260771,29.721541950113377,0.09889470441515726,0.12900057783623176,0.7380437784374793,0.13832501314433468,0.14544441641953695,0.27282799962220733,0.07139520270690611,0.07487121789712163,0.07487121789712164,0.5211565200181347,0.13931439022359665,0.08261823872662327
0,0,-18.74328313890711,10.653779275431045,77,28.606984126984127,30.093061224489794,0.11790253594861515,0.1359408810461226,0.7023081998289428,0.14825217902802745,0.17805704835443184,0.3051508915424759,0.07305860917278516,0.09647518822712772,0.10559123796671031,0.5194805906861629,0.15634581436801653,0.08650747969276153
0,0,-18.11004955026348,10.042164131537376,78,28.978503401360545,30.464580498866212,0.13545129483054297,0.13545129483054297,0.6633654423199464,0.14691185958554584,0.19753786954754518,0.3408597283494361,0.07290623877367465,0.14121216011995583,0.13545129483054297,0.5164535827344005,0.17034440655454347,0.08436680352867748
0,0,-17.430413574875622,9.401597706474561,79,29.350022675736962,30.83609977324263,0.1469421968920096,0.12829187365718542,0.6195945602231702,0.13524444555291648,0.19861595717222644,0.3676865816535766,0.07140496391450016,0.21159719776453526,0.159671174276664,0.5164755238252569,0.19247890451060476,0.0771813694034235
0,0,-16.61092815265989,8.664861613950025,80,29.72154195011338,31.207619047619048,0.14921235532674182,0.11696752925301429,0.5616048494898781,0.11696752925301429,0.18087838925885147,0.37126281549106277,0.06932332416084644,0.3107977549092336,0.17121967695311482,0.526240272465622,0.22857361830546155,0.06728983226133549
0,0,-4.555109650472243,12.803831665937118,81,30.093061224489794,31.579138321995462,0.14013897433312708,0.10432225027348098,0.47804176579700486,0.09702940566247885,0.14792269234797645,0.33936278572948414,0.06696391301206933,0.4296468962820062,0.1683845053124976,0.5482718957478888,0.27047896155205664,0.0574123178630498
0,0,-2.921030698414381,13.041018068399456,82,30.464580498866212,31.95065759637188,0.12090479806550052,0.093686242765599,0.3774656418967592,0.08147353367904477,0.10933198086537768,0.274315676033472,0.06818420197230972,0.532329666047037,0.15719341615317958,0.5763948885943829,0.303933708150256,0.05425497837914327
0,0,-1.5849780696588442,13.794607711471617,83,30.83609977324263,32.3221768707483,0.09924092962256684,0.08934609694124677,0.2881267887625425,0.07638662215733669,0.08376392438925222,0.2018453339238857,0.08007527327329444,0.5891914914504379,0.14612066521958036,0.6053717254246415,0.3172999467515253,0.05911448724410111
0,0,-1.3618863275129758,14.246461779610344,84,31.207619047619048,32.69369614512472,0.07993237816712281,0.08954633609785251,0.22446910967193912,0.07993237816712281,0.07993237816712281,0.14531559719995465,0.10213794319112594,0.6057400461462563,0.1436892041868123,0.6334462991513078,0.31315960907855844,0.0631505301280733
0,0,-1.4024389290413375,14.396823056141535,85,31.579138321995465,33.065215419501136,0.06940204289262392,0.09131822888016428,0.18841756766055293,0.08778098917060548,0.08778098917060548,0.12556757736090904,0.12465512694701258,0.5965125010796791,0.1515434298841458,0.6553028248436265,0.30418241884341696,0.06232756347350629
0,0,-1.510596412094593,14.318590346848591,86,31.950657596371883,33.436734693877554,0.08568563972306496,0.09559572791283091,0.16982759514863716,0.09559572791283091,0.09559572791283091,0.16328836799227633,0.1402068000857906,0.5736318939733602,0.1662134713934459,0.6612139502221555,0.30469787788547464,0.05792010843762977
0,0,-1.5300630126980344,13.9667345170045,87,32.3221768707483,33.80825396825397,0.13743977224405865,0.10112834814163012,0.15837523200199893,0.10112834814163012,0.10112834814163012,0.2558534817212537,0.1479031092478359,0.5396458281006982,0.18013420989937634,0.6387475462613402,0.32154585835479754,0.05435358703542438
0,0,-0.6958791470807357,12.375864268732792,88,32.69369614512472,34.17977324263039,0.2156182562627205,0.10897267994124343,0.15612705715812755,0.1169122291819858,0.10500290532087225,0.3708517479774223,0.1463860255819271,0.4878231797378044,0.1825698467999946,0.5742375873497015,0.3591037348132951,0.05997161797003001
0,0,-0.22125554703678743,11.352424051561757,89,33.065215419501136,34.55129251700681,0.29743486277994424,0.12000058878135894,0.16425360582711698,0.15809736663785987,0.10502018921460579,0.4623672186320633,0.13429280669361066,0.4204062377143655,0.16614597873315076,0.47114505825418485,0.4122702589913709,0.0775936238862602
0,0,-8.668978911461984,-3.7407232158275487,90,33.436734693877554,34.922811791383225,0.3523453573676616,0.13077866627500168,0.18126974666544243,0.22732151259162736,0.1055999011815363,0.4990963311677428,0.11650111392233518,0.3535287116906014,0.13706213861514577,0.36660330843890104,0.45943116706055004,0.1055999011815363
0,0,-8.626991565624913,-4.014794917568385,91,33.80825396825397,35.29433106575964,0.36335905328872575,0.1387035288972234,0.2068655809195694,0.32128177116748713,0.11171243380728078,0.47631142575004787,0.10097328736351835,0.30034916846856724,0.11171243380728078,0.29210401807558073,0.4958988004737826,0.1387035288972234
0,0,-8.614170373711628,-4.386740165661314,92,34.17977324263038,35.66585034013605,0.3309953159234581,0.14450534364066298,0.2388205940337031,0.4208694840839922,0.12446124247355393,0.4063747568890623,0.09644204666690277,0.2617933582723382,0.09820905287042081,0.2552420080918516,0.5231598291165744,0.16863073696993344
0,0,-0.16611923707755072,-18.19435495192032,93,34.5512925170068,36.03736961451247,0.27474827091344434,0.14924060643882384,0.26822861027379646,0.4935601346861273,0.14204380128072538,0.3173415284150918,0.10294843081394786,0.2441345068428523,0.09950194241480775,0.24874254885363156,0.5369975593705938,0.18833597690560133
